,mood,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,tempo
0,happy,6D72WFltGvVYuHMzQocBEY,0.489,0.739,8,-5.049,1,0.0397,0.0573,9.76e-06,0.472,125.003
1,happy,2tYbp6gUNzQXYj8XhVAh9e,0.547,0.881,0,-3.152,0,0.0512,0.0159,0,0.215,99.979
2,happy,1BM4hysOf4PgjlZ9v7APdg,0.483,0.739,1,-4.526,0,0.0487,0.00496,0,0.0765,128.271
3,happy,1n0roMNZNxclnLraBmA7tl,0.718,0.879,9,-4.009,0,0.0691,0.0665,0.00104,0.651,123.017
4,happy,1gb1bIRb1iNuJRnZB2XxS5,0.49,0.88,9,-4.175,0,0.06,0.0135,0,0.533,128.022
5,happy,3Q5JEE4e6YIR9ZMbFxnwiP,0.747,0.946,4,-7.297,0,0.0967,0.00562,0.761,0.762,122.003
6,happy,0m3DyjpzLPa3LCurw5A9IR,0.748,0.846,1,-4.32,0,0.0911,0.208,0.00215,0.465,125.965
7,happy,3y0ObkgsRTFoOKx8OCF2An,0.645,0.89,0,-5.122,1,0.0288,0.0641,0.34,0.193,125.0
8,happy,2TcCnaekMPZ287vkd2f8Wi,0.619,0.893,3,-3.435,1,0.0814,0.104,0.00603,0.695,126.023
9,happy,14VpDEKSX01feZ0Tt9kc7w,0.73,0.833,9,-5.303,1,0.0587,0.261,0.000169,0.296,125.028
10,happy,6ivAF3eU90MFrhFi5EFkcQ,0.82,0.702,7,-6.06,0,0.0346,0.042,0.00991,0.548,113.958
11,happy,39x8osSFRUQarEgkYwyJsT,0.754,0.908,8,-3.346,1,0.0648,0.00338,0,0.695,124.999
12,happy,4DMoP99RLqEpkrscJGO0kL,0.535,0.844,2,-5.458,0,0.0396,0.119,0,0.266,126.046
13,happy,0yU8ftsMI0LDMtee8TDsDR,0.849,0.682,7,-6.241,1,0.123,0.0197,0.00143,0.928,121.997
14,happy,2F03ZFlcofMDhdpVrsOmhJ,0.657,0.905,7,-5.558,1,0.0579,0.00296,0.113,0.0554,126.059
15,happy,17qxUEzUX5N4N2WMfKVnD5,0.578,0.864,3,-3.942,1,0.0437,0.0304,0.000199,0.635,125.916
16,happy,0W1jh3ExLv0nMvvmNJOBxh,0.806,0.753,11,-6.247,0,0.0534,0.031,0.5,0.846,122.99
17,happy,0cltirHSUgOXfmRsTVHIs8,0.631,0.96,6,-2.662,0,0.0479,0.0011,0.0231,0.845,125.993
18,happy,5DF2KFDVeC7wF5CXipl9WN,0.711,0.876,5,-4.144,1,0.0551,0.145,0,0.706,122.969
19,happy,2pNtIGopqr4wFDhpc9uAMC,0.642,0.942,10,-5.463,1,0.0771,0.00395,0.878,0.182,124.004
20,happy,1BHyi5tS67s00jDSlGQXg4,0.7,0.914,8,-6.43,0,0.106,0.0109,0.00296,0.913,125.07
21,happy,2mlCdElMlDuDmR8KfEuqcx,0.667,0.818,7,-5.298,0,0.085,0.0156,0,0.186,125.886
22,happy,3008zmJyaNEFbGEYNTg4mk,0.307,0.961,10,-5.6,0,0.0588,0.0013,0.00474,0.463,122.263
23,happy,0Quhzm1B1Z9I5S9RP6BgLh,0.585,0.956,0,-3.577,1,0.0564,0.0285,0,0.593,120.004
24,happy,0Q8I9WVpuNEFPiF83ZpcvU,0.625,0.855,5,-3.184,0,0.0401,0.00324,0,0.303,120.004
25,happy,4WpLRgfjvPKvt1vt37z7Wk,0.569,0.611,9,-7.275,1,0.0909,0.0198,0,0.334,170.121
26,happy,6oxlS3jlN3aVslynpnCEe5,0.786,0.842,7,-7.316,1,0.0662,0.0992,0.0805,0.694,124.997
27,happy,3IzYy3AdSWMX4uojNyS596,0.607,0.941,6,-6.817,1,0.0769,0.00568,0,0.53,124.058
28,happy,3bvjsHQd792zIO4SKFxXKs,0.485,0.91,9,-2.096,1,0.0977,0.113,0,0.649,124.18
29,happy,17gnbzWdHVTpyZP6FUvo0E,0.759,0.89,1,-10.453,0,0.0465,0.00647,0.476,0.721,128.004
30,happy,0FJw1Pg9xXCxbcyQMI6GAe,0.585,0.82,10,-4.428,1,0.0774,0.11,0,0.396,169.895
31,happy,1bmvJkAA8Yz9bv6y3WOj3U,0.793,0.701,2,-4.764,1,0.0428,0.00544,0,0.62,123.964
32,happy,5NeFmsnXBy6xVbz8pesM5l,0.662,0.823,9,-4.7,1,0.0971,0.073,0,0.435,118.958
33,happy,5hct3OPZEhHKqvGyRqq2TA,0.796,0.769,1,-1.632,1,0.0356,0.000305,0.776,0.408,123.987
34,happy,1nyyEarKbjbGm3iJqvZknV,0.739,0.628,8,-4.137,1,0.0703,0.0245,0,0.634,120.944
35,happy,2jokLd93nobhAlHcWiGusC,0.795,0.877,7,-2.6,1,0.0796,0.0308,0.315,0.773,122.035
36,happy,5EOLXVT47Ardn1lRWndbF4,0.646,0.796,0,-6.88,1,0.0384,0.000816,0.000154,0.71,123.999
37,happy,1tQNwQeYxq5FsSm0FALERe,0.754,0.804,10,-5.896,0,0.0557,0.0166,7.42e-06,0.708,123.03
38,happy,1Rmxhk9QkgjJAPifwkA4uM,0.619,0.71,4,-3.058,1,0.0403,0.136,0,0.359,124.106
39,happy,61fU4EtbNDg650uAsscnVK,0.702,0.898,8,-5.449,1,0.0459,0.0293,2.82e-06,0.705,117.028
40,happy,4LGqyXwp86r2CuIOnVOMvj,0.708,0.872,0,-2.766,1,0.23,0.0186,0.000355,0.475,156.057
41,happy,7JN4rYLphO4zyPP04Ibftj,0.824,0.632,1,-8.974,1,0.221,0.0168,0.0101,0.531,126.023
42,happy,3w97LeJNh7BHYS4SOwEFe0,0.495,0.842,0,-7.857,0,0.0317,0.0107,0.00775,0.361,123.011
43,happy,7v5AEwuaQurzjaOwOzFVdo,0.785,0.758,5,-7.551,0,0.0531,0.127,0.0184,0.642,115.031
44,happy,4yABgjYvA9NoqZk3pqyfcC,0.684,0.884,2,-6.651,1,0.0619,0.0152,0.231,0.326,126.038
45,happy,2syb6g2gf1rj50CovNjtI6,0.737,0.805,5,-4.955,0,0.0505,0.0728,0.000198,0.482,124.015
46,happy,3VJAw1xGnrIfdCWIatUbwG,0.701,0.81,5,-7.999,1,0.0348,0.000209,0.0968,0.842,125.008
47,happy,2wJi6pYUZTG5QkwnCk0qXu,0.619,0.852,1,-7.096,1,0.0341,0.00681,0.021,0.209,121.985
48,happy,2dyrLrVopYKGc3H9oOYSmZ,0.721,0.768,3,-4.371,1,0.0685,0.21,0.00843,0.468,124.076
49,happy,4Q6b6mAjV9cEECioJ9thlE,0.703,0.901,2,-2.303,1,0.0384,0.063,0,0.876,105.059
50,happy,7K4V4qFRcEdagT2QfN8Xnr,0.649,0.816,1,-3.811,1,0.0696,0.00305,4.78e-06,0.802,125.998
51,happy,1okhlrAG0YsKTx9PpPprXv,0.657,0.788,1,-7.209,1,0.0429,0.0205,0.161,0.455,125.997
52,happy,6D9pncRlZZoq4oc1tzAC1y,0.633,0.844,5,-3.815,0,0.0461,0.0451,0,0.637,125.032
53,happy,6MEeYEu1kOWewEKwmHC35I,0.762,0.75,7,-5.361,1,0.0481,0.00184,0.542,0.439,123.012
54,happy,2nIaXCaDBXXALg3gKajbLB,0.641,0.947,6,-6.537,0,0.0331,0.0194,0.58,0.939,130.051
55,happy,7t1aPgKbNElZm8u5vaeCL3,0.73,0.688,5,-8.771,0,0.0651,0.118,0.0231,0.426,123.027
56,happy,2FvlRgrTJqeFbbVojx7Cgb,0.695,0.53,1,-12.807,1,0.445,0.18,0.874,0.358,123.014
57,happy,6gGDLMfulzBWB05ZlH7TOa,0.71,0.915,2,-2.804,1,0.0974,0.00055,0.000836,0.532,125.063
58,happy,2kEvC6w9wRf96llW9sJrRU,0.776,0.814,0,-5.86,0,0.0737,0.0336,0,0.831,118.032
59,happy,7HjAWHKa7PURoZFHgjOA5O,0.53,0.807,6,-5.348,1,0.147,0.000532,2.75e-06,0.263,127.991
60,happy,2ViZ3nBhQN7lphvseCP0KA,0.554,0.979,9,-5.504,0,0.0433,0.00889,0.924,0.77,126.027
61,happy,2FVm4ADgYRIQWlpYKDPdl9,0.654,0.886,4,-2.808,1,0.0417,0.106,9.17e-06,0.704,147.959
62,happy,3yilgLESv6zoBnGPsRM7Qh,0.833,0.928,9,-5.17,0,0.0583,0.0308,0.0974,0.912,125.997
63,happy,0RBabLLjDBWUResDuvf24V,0.629,0.892,0,-4.775,1,0.0775,0.0256,0.687,0.438,124.987
64,happy,3EZhAgIhpZAKCNrqdbneTE,0.775,0.803,7,-4.708,1,0.101,0.000406,0.749,0.582,124.045
65,happy,73xVeCpXubWTt4okmGRZQ6,0.615,0.935,10,-3.411,1,0.156,0.0256,0.00273,0.507,125.993
66,happy,39XdVtrOfiXIMqZ9YMJYLO,0.766,0.755,6,-8.396,0,0.122,0.0249,0.0503,0.751,128.978
67,happy,225vG9vU7QrnjJARJXnSpd,0.68,0.823,1,-4.455,1,0.148,0.0808,0.000239,0.643,111.042
68,happy,25Q6XHjKEyaXzCvKlwDpPP,0.669,0.748,8,-3.218,1,0.106,0.00498,0,0.373,87.012
69,happy,1ne8QlKoWgE7XqpFcXP3uw,0.613,0.982,0,-6.074,1,0.0543,0.0142,0.049,0.832,126.001
70,happy,75rGONmoi48LLYBFaGiYsv,0.735,0.71,11,-10.222,1,0.0766,0.00851,0.762,0.507,123.962
71,happy,4g8k9cKU6G7Bke5PQOvpg4,0.547,0.892,0,-1.591,1,0.0742,0.074,1.87e-05,0.747,122.073
72,happy,7elX5HalbHX0ce1dql4ckd,0.734,0.776,5,-7.717,0,0.0992,0.00894,0.738,0.793,124.018
73,happy,3oSCJeOl0XjcpNcigO9vj7,0.612,0.726,1,-5.934,1,0.036,0.0374,2e-06,0.478,119.964
74,happy,2U9ln4tEDs22K8NCSAitt1,0.739,0.9,0,-4.866,1,0.0463,0.00182,0.629,0.474,126.999
75,happy,15Vlfa18uD2w98YG5zX7Pb,0.41,0.873,5,-3.984,0,0.041,0.243,0,0.531,123.553
76,happy,3wYOGJYD31sLRmBgCvWxa4,0.646,0.761,1,-2.557,1,0.0385,0.0714,0,0.472,129.916
77,happy,5tuOGRYPjh5lV6M5zbNRNH,0.596,0.907,6,-5.447,1,0.0477,0.0589,3.08e-06,0.263,123.987
78,happy,7HslvRFn3EeAwm84cFJzMq,0.578,0.706,1,-5.084,1,0.044,0.0328,0,0.246,119.913
79,happy,1LsoAswipJvPzdcSnoQ46C,0.741,0.914,5,-5.589,1,0.133,0.0247,0.0195,0.15,124.984
80,happy,4NygofUM6dOKStHFHZQdtb,0.664,0.87,2,-3.651,1,0.0605,0.0661,0,0.579,126.036
81,happy,3ylER3O8efY7RdeZHZuexW,0.688,0.865,5,-8.77,0,0.0341,0.0111,0.491,0.439,125.01
82,happy,2XqrW3DckGuX40QWSp3QnZ,0.817,0.591,2,-10.37,0,0.0592,0.615,0.000255,0.538,119.995
83,happy,1KMhHimZZdUqsgDeZCyRa5,0.651,0.905,0,-4.747,0,0.0379,0.0377,0.036,0.652,126.004
84,happy,59YzwcYhqPv748eP1jVQuB,0.484,0.816,7,-5.74,1,0.0428,0.000138,0.000269,0.207,128.044
85,happy,1yV4CNRxioKiVDl414F2Cj,0.629,0.92,8,-5.587,1,0.045,0.0267,5.41e-05,0.764,122.005
86,happy,3hrN93f0xTIsejwDB3avn6,0.757,0.789,9,-5.14,0,0.0922,0.0358,1.82e-05,0.896,121.009
87,happy,1pR1dztObMe3vjlkQk78MJ,0.684,0.912,8,-3.95,1,0.0296,0.00413,7.78e-06,0.487,124.041
88,happy,2XCJSzcMKnGfgdJS0PtPkg,0.672,0.94,10,-3.908,0,0.0756,0.00163,0.0404,0.532,122.032
89,happy,1pfgsjmxVZhoZpeDx6POKv,0.658,0.804,0,-5.735,1,0.0377,0.00463,0,0.508,120.047
90,happy,7qLQVK6B2CUoulSUX62iWC,0.463,0.742,0,-5.579,1,0.0603,0.0318,7.08e-06,0.42,125.023
91,happy,4j2Hnjpf038Ygz8tXe56IL,0.702,0.869,1,-4.603,0,0.0313,0.000542,0.103,0.583,125.966
92,happy,5qpEtUsEI1VkG63MNlRrAC,0.598,0.559,5,-5.835,1,0.0387,0.019,0,0.19,122.066
93,happy,0uL65436R0LEWAmXS5QmzU,0.781,0.718,11,-7.814,0,0.387,0.00442,0,0.304,123.992
94,happy,6tBQwbubOllLrJgkh3utw2,0.713,0.809,0,-4.695,0,0.195,0.0681,0.000414,0.398,120.166
95,happy,4zh4poeYcwlL0GesUqx9VM,0.643,0.789,6,-7.286,0,0.314,0.0116,0.00319,0.583,127.93
96,happy,2N7zP7S8KVhS45lGwBTUXi,0.748,0.687,11,-7.416,0,0.228,0.0168,0.66,0.123,125.036
97,happy,5XPo15e5ICs6NvSMn44pTF,0.657,0.653,9,-8.525,1,0.0258,0.0568,0.000142,0.624,111.974
98,happy,2ZEq4HT450Ye9IFGPTl9qV,0.697,0.921,5,-4.283,1,0.0424,0.0946,1.9e-05,0.722,123.988
99,happy,7qDJ4gOY29ykTJiG6RQmEx,0.981,0.721,9,-7.524,1,0.0627,0.0271,0.00023,0.801,117.984
100,happy,4TgxFMOn5yoESW6zCidCXL,0.758,0.598,0,-5.695,0,0.0868,0.16,0,0.658,149.836
101,happy,7jqXDgGWkV4w2ctdb2g59o,0.794,0.706,5,-6.066,0,0.0382,0.198,0,0.908,116.032
102,happy,1fah1uAs7HeTYDlNftKr3K,0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.159,91.066
103,happy,6oJ6le65B3SEqPwMRNXWjY,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.404,103.952
104,happy,7xPIlYAQvOubFllPkn8XSL,0.756,0.54,6,-5.456,1,0.125,0.155,0,0.642,108.274
105,happy,4UuGBDjt8gLXsANZqZxMBz,0.733,0.786,11,-7.494,1,0.0422,0.0931,0.0013,0.786,102.999
106,happy,0xLf1SbCnuFfBRbDNauT5b,0.74,0.638,7,-5.327,1,0.192,0.0348,0,0.792,92.982
107,happy,1I42QMyWviQKegiQRGim0S,0.747,0.829,11,-6.157,0,0.106,0.101,0,0.793,119.982
108,happy,5f1joOtoMeyppIcJGZQvqJ,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.322,86.97
109,happy,5T490vvoFNU6psep0NPmxs,0.795,0.48,3,-8.556,1,0.0688,0.243,0,0.723,149.919
110,happy,63lUB0rs6KK58vj8mEAfdj,0.766,0.533,9,-5.758,0,0.0506,0.03,0,0.764,107.999
111,happy,00ETaeHUQ6lops3oWU1Wrt,0.681,0.773,5,-5.749,1,0.148,0.019,1.28e-06,0.429,119.961
112,happy,5ow0sNF1zSqp71Ix5jEXWU,0.659,0.617,11,-5.862,0,0.0649,0.27,0,0.187,119.858
113,happy,02Ygu8lo3qSknRpcBnspso,0.793,0.714,7,-7.562,1,0.193,0.156,0,0.794,100.036
114,happy,0DiDStADDVh3SvAsoJAFMk,0.795,0.496,0,-5.883,1,0.0722,0.108,0,0.874,94.01
115,happy,6FRLCMO5TUHTexlWo8ym1W,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.448,124.959
116,happy,0VrgIjDkmDwlgZk54Try2u,0.659,0.801,7,-4.234,1,0.0435,0.0636,0,0.334,105.991
117,happy,6pU7kdmhRvhc8twYRl14bD,0.721,0.763,5,-4.748,1,0.0382,0.00178,0.000238,0.436,117.981
118,happy,53kWAAfx7IopXRa31MQHB8,0.558,0.877,10,-3.392,1,0.145,0.274,0,0.762,99.988
119,happy,0FDzzruyVECATHXKHFs9eJ,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.162,124.97
120,happy,14ngWWxvUSnIMXgF6rzSk1,0.798,0.828,2,-5.36,1,0.193,0.0247,2.55e-06,0.6,124.962
121,happy,0v1x6rN6JHRapa03JElljE,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.737,114.044
122,happy,6SFStUDQZNaGPKWOx9ZiJB,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.603,96.133
123,happy,58jecLK0epwMLr9cy5vFUy,0.467,0.795,11,-3.6,1,0.0687,0.102,0,0.472,163.837
124,happy,6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.471,135.007
125,happy,51Of5p3lKZeOg6itfs4og4,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.198,123.062
126,happy,1GkHyypTFkUf0QQKwYoXH4,0.668,0.563,11,-6.433,1,0.0522,0.0493,0,0.305,103.116
127,happy,29fRTIKsJhLUJoldM89GZS,0.768,0.678,2,-5.604,1,0.0505,0.00838,0,0.706,85.025
128,happy,3WKBNbYx32xlJQ0puFCnAJ,0.669,0.656,0,-7.1,1,0.112,0.0991,0,0.592,102.062
129,happy,07Oz5StQ7GRoygNLaXs2pd,0.668,0.892,5,-3.001,0,0.0645,0.298,0,0.478,95.927
130,happy,6Q3K9gVUZRMZqZKrXovbM2,0.611,0.651,1,-6.973,1,0.0587,0.148,1.84e-05,0.357,122.983
131,happy,30cW9fD87IgbYFl8o0lUze,0.751,0.657,6,-4.642,1,0.0989,0.0955,0,0.532,118.029
132,happy,4Gcv5SsxnQWpmOnUI19EJk,0.513,0.788,0,-4.629,1,0.0364,0.00968,0,0.234,139.987
133,happy,140XpWSdJ0jZEbLj9iVnPA,0.667,0.827,11,-5.631,1,0.0368,0.0863,0,0.573,107.95
134,happy,3ZWhRS2EJVL5B0IEzkcvZa,0.827,0.73,1,-5.324,1,0.0934,0.092,1.35e-05,0.679,95.003
135,happy,3akpDdQJUVckqG4r1bmR25,0.674,0.698,5,-6.371,1,0.0288,0.636,0.000176,0.45,105.975
136,happy,2Yer0p7uB2lVBUAtANuuQp,0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.803,96.051
137,happy,3SawmGBjjq8EOYZJV11cJm,0.47,0.709,7,-4.563,1,0.0299,0.00124,0.00121,0.247,98.036
138,happy,76nqCfJOcFFWBJN32PAksn,0.638,0.688,1,-4.056,0,0.0407,0.00775,0,0.434,129.856
139,happy,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.594,0,0.0897,0.223,0,0.877,151.891
140,happy,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0,0.464,90.03
141,happy,1Cv1YLb4q0RzL6pybtaMLo,0.878,0.525,5,-6.832,1,0.0578,0.183,0,0.694,112.022
142,happy,5hlwCtGdtDBzXeMBJpD5IK,0.548,0.806,1,-7.249,1,0.0628,0.0448,0,0.749,189.996
143,happy,49dFIRQCQxPWgoH0m38XQ5,0.696,0.686,5,-6.113,0,0.0309,0.262,0,0.7,115.982
144,happy,2VvHa9p1kkTmaCMq0exODA,0.756,0.815,6,-5.122,1,0.046,0.0578,2e-05,0.927,120.002
145,happy,4XI5GjQ6zcJXsDnuyOGGEa,0.71,0.615,0,-8.23,1,0.133,0.0384,0,0.746,90.263
146,happy,4NexTaCZZ7Ehnf03A6SVjt,0.8,0.66,0,-4.903,1,0.158,0.158,0.02,0.634,117.923
147,happy,59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.753,112.985
148,happy,1KixkQVDUHggZMU9dUobgm,0.614,0.934,9,-3.709,0,0.07,0.0697,0,0.436,116.001
149,happy,0DmAvNCAK08oCi7miSZUIY,0.676,0.786,1,-4.529,1,0.0478,0.197,0,0.483,125.983
150,happy,3HVWdVOQ0ZA45FuZGSfvns,0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.842,101.956
151,happy,2tOOcDDYkh0PSjr6GwPEAJ,0.732,0.856,11,-2.2,0,0.0929,0.0828,0,0.771,145.034
152,happy,1wsLHgXJ4SKIfd5ePSX1hD,0.652,0.897,7,-4.481,0,0.036,0.293,0,0.475,114.033
153,happy,0sf12qNH5qcw8qpgymFOqD,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.345,171.017
154,happy,27u7t9d7ZQoyjsCROHuZJ3,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.946,101.022
155,happy,73HkJbtkrKCKBzuaYorTGX,0.722,0.858,7,-4.892,1,0.0445,0.0999,0.000175,0.599,93.976
156,happy,5LKNumPGm1bEyVroDE4rcZ,0.649,0.718,8,-7.101,0,0.0506,0.0106,0.000198,0.715,112.049
157,happy,1mMvahhW2Oz9waG8UTQnI4,0.58,0.804,9,-4.618,1,0.0279,0.0304,0.00359,0.137,126.005
158,happy,2jZIfoe48eUeOEnP9Ho4h2,0.703,0.748,1,-6.047,1,0.0435,0.123,0,0.625,111.943
159,happy,2xytFpmHqcz6UHp1sh0SoR,0.722,0.59,2,-7.512,1,0.0435,0.0264,0,0.368,104.931
160,happy,4OdWosI4ngItG5hn1EIZos,0.829,0.692,0,-4.619,1,0.105,0.0981,0,0.79,99.999
161,happy,15kQGEy89K8deJcZVFEn0N,0.539,0.651,1,-5.304,1,0.0432,0.0651,0,0.474,105.159
162,happy,6QTPacyXkZWG9FMwq6L1hJ,0.707,0.67,9,-6.137,1,0.0323,0.164,0.00283,0.822,112.993
163,happy,2iRniYXjMHKmwXqA2jYXP7,0.871,0.341,3,-8.932,0,0.0576,0.0311,0.000124,0.612,127.001
164,happy,5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,1,0.36,0.196,0,0.372,86.919
165,happy,0TK2YIli7K1leLovkQiNik,0.759,0.54,9,-6.039,0,0.0287,0.037,0,0.75,116.947
166,happy,7GajHE5z66qqmzTrKVFCab,0.66,0.667,11,-6.87,1,0.0474,0.141,5.26e-05,0.452,114.901
167,happy,6cx06DFPPHchuUAcTxznu9,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.905,122.953
168,happy,32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.928,114.988
169,happy,4ja2gzrNh9VNigzoXfmbwD,0.676,0.525,9,-5.88,1,0.028,0.617,0,0.421,112.011
170,happy,4WEojtwHd0MUF3sPz5ITAj,0.708,0.758,7,-4.453,1,0.0367,0.0133,1.04e-05,0.272,101.017
171,happy,3DXdjHnePKnh6oXw2ZgGSl,0.783,0.912,0,-3.713,1,0.243,0.0238,0,0.749,98.025
172,happy,4TpXLhpLYQPMHM1A8W9J84,0.797,0.791,11,-4.198,1,0.0432,0.000679,0.00751,0.589,126.004
173,happy,43rA71bccXFGD4C8GOpIlN,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.541,92.875
174,happy,4evmHXcjt3bTUHD1cvny97,0.64,0.648,5,-8.113,0,0.187,0.124,0,0.548,92.977
175,happy,18RdChpgvaAO7GXDjLks2B,0.747,0.537,10,-5.76,1,0.0413,0.198,1.26e-05,0.453,97.056
176,happy,1z1XegUChLLQfcbtIK8ABn,0.686,0.83,8,-4.437,1,0.0369,0.0948,1.33e-06,0.486,123.032
177,happy,5KCbr5ndeby4y4ggthdiAb,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.132,139.898
178,happy,0uUNN1nSoUx1A4fkDCWDQ7,0.682,0.656,6,-4.67,1,0.0435,0.0737,0,0.607,130.089
179,happy,6TfeXwJihJRuBW3mFpib6J,0.766,0.548,7,-7.834,1,0.0373,0.0263,1.81e-06,0.552,122.012
180,happy,4bsqIuMHtvLCzpYAyV3044,0.653,0.623,9,-5.989,1,0.0938,0.0515,0,0.48,175.884
181,happy,6J7U49QGecWb3WqIqfSYc0,0.611,0.88,7,-6.571,0,0.0378,0.000817,1.01e-05,0.771,144.996
182,happy,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.538,100.012
183,happy,4AMY0oGSt7vZwgxDnHCJBr,0.636,0.63,0,-6.396,1,0.0346,0.0796,0,0.454,104.845
184,happy,2u0oTsc6XcvJTh24ynQ1Ao,0.66,0.852,7,-3.573,1,0.0378,0.016,0,0.594,103.988
185,happy,5X73AYzzEE5Di0JwcQKt9N,0.421,0.669,4,-4.724,1,0.127,0.151,0,0.326,175.788
186,happy,1i3z3GR1JtLswOSJNO0BQw,0.394,0.718,7,-6.336,1,0.0607,0.706,0,0.247,151.912
187,happy,7FjZU7XFs7P9jHI9Z0yRhK,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08e-06,0.761,125.03
188,happy,0b18g3G5spr4ZCkz7Y6Q0Q,0.758,0.913,6,-2.926,0,0.113,0.00364,6.92e-05,0.658,128.04
189,happy,2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.884,120.076
190,happy,1EsTfiu26JucTyc5npjJU4,0.756,0.59,8,-6.665,1,0.0589,0.068,1.45e-06,0.382,127.143
191,happy,6ukMqDxnOPOgoHdak7Kyp3,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.815,110.015
192,happy,78nplE9X2ZGvQh3TKgvldE,0.67,0.743,10,-4.993,1,0.0393,0.237,0,0.571,125.944
193,happy,7q0aQpiLv5tIsupcgQ3Ny4,0.717,0.455,5,-8.303,1,0.0276,0.0846,0,0.389,127.812
194,happy,463PQggkmk5tTw8ug0ahOX,0.76,0.607,7,-6.274,1,0.0964,0.00277,0,0.709,105.979
195,happy,1UotQ5kMAEiCJVisAVkxOh,0.705,0.824,2,-4.825,1,0.0347,0.18,0,0.925,146.999
196,happy,1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.557,95.39
197,happy,05CwHjIk71RXVU40boRMnR,0.591,0.702,7,-5.59,1,0.0289,0.225,0,0.501,104.003
198,happy,4RVtBlHFKj51Ipvpfv5ER4,0.573,0.739,9,-5.455,1,0.0581,0.212,0,0.363,120.077
199,happy,4PkIDTPGedm0enzdvilLNd,0.669,0.801,8,-5.445,1,0.136,0.268,0,0.541,109.919
200,happy,1H669K2zLp8ombaLNTCi96,0.609,0.595,7,-6.851,1,0.0233,0.487,1.81e-06,0.581,84.959
201,happy,2ZR7DiAXXAOUr85ZBreWt4,0.523,0.714,11,-6.021,1,0.0367,0.658,5.2e-06,0.659,78.211
202,happy,1beRzsjfMsFtrXkw0I4OPZ,0.485,0.414,3,-9.575,1,0.0282,0.818,0.00137,0.638,126.686
203,happy,3sdpasrIhFH4gWuoi0iWym,0.662,0.947,7,-6.409,1,0.0517,0.431,0.007,0.31,110.006
204,happy,2ZJ1cbWdNlBjMlWPnpSvYT,0.681,0.287,4,-11.267,1,0.0352,0.743,2.65e-05,0.491,144.089
205,happy,4d4OJTq2Yl7TyiuGMLxa1h,0.572,0.409,3,-11.384,1,0.0377,0.662,0.296,0.351,129.983
206,happy,23cj0rlc0UtTBaCg60VCkm,0.604,0.841,1,-5.145,1,0.0423,0.0299,0.00382,0.578,138.976
207,happy,47KDDZgFiX1w6RFOuLXsSn,0.564,0.354,7,-10.85,1,0.0334,0.73,3.43e-06,0.423,98.075
208,happy,3ihp0qYSN89GBnrgF6GhRh,0.651,0.621,8,-7.271,1,0.0359,0.637,0.000122,0.914,77.578
209,happy,2kG5litgxXvx6ZRgwO1v7W,0.396,0.677,3,-7.513,1,0.0354,0.0372,0.000137,0.249,135.177
210,happy,4KhBvLbRr58rHPF24bdL9Q,0.662,0.574,4,-8.696,1,0.0261,0.298,0.00902,0.948,109.085
211,happy,0C9uaJt51ytJgwiZpRYyGM,0.6,0.861,5,-3.975,1,0.0572,0.00616,0,0.318,110.05
212,happy,6YfEvtwpQwGAWZBWzNmoIw,0.614,0.744,7,-5.647,1,0.0407,0.00203,0.0797,0.766,135.093
213,happy,4wDhECcwcKR4jZEEDiye5a,0.66,0.618,8,-8.136,1,0.04,0.666,0.00176,0.302,108.942
