,mood,song,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,valence,tempo
1557,focus,0Cgezkm0kCTnegOB6rCzed,0.483,0.12,9,-26.933,0,0.0333,0.993,0.917,0.507,109.465
1558,focus,4Eq7aF59snLVoxPKUAHhUz,0.409,0.00617,3,-33.092,1,0.042,0.995,0.915,0.327,111.009
1559,focus,4rhOJ6KXbzenI63eYKjdrw,0.396,0.0402,7,-24.137,1,0.0406,0.995,0.944,0.0375,102.655
1560,focus,6IHwCVzlZl4wRzHO7iag9s,0.675,0.0235,0,-23.994,0,0.0733,0.995,0.952,0.443,146.172
1561,focus,5q2VSybNASfP0KNdAQRDY8,0.51,0.0296,1,-27.732,1,0.0397,0.996,0.895,0.157,158.236
1562,focus,3lHhDgHyTDL6A9WEss4GY4,0.173,0.126,0,-24.302,1,0.0309,0.977,0.909,0.324,169.485
1563,focus,6JmgdhklkWQBWZBhh8Too2,0.266,0.0283,2,-27.499,1,0.0522,0.993,0.913,0.468,140.499
1564,focus,0otUJIiSxqBCw2TQGfrIE3,0.223,0.0144,0,-30.695,1,0.0408,0.985,0.881,0.0326,88.991
1565,focus,5uNxH6IeDRZnn9KiRtIflT,0.304,0.0432,10,-28.937,1,0.0465,0.992,0.934,0.166,173.301
1566,focus,5ddcsw3fJkGjW67wjjtpu6,0.429,0.156,1,-21.789,1,0.0357,0.96,0.922,0.258,132.243
1567,focus,5GyjHp84kMfV0ecHLNd8WD,0.338,0.0242,1,-24.232,1,0.042,0.984,0.893,0.0523,94.096
1568,focus,789zWw6YwOpoDXoyRXaG1R,0.198,0.0185,2,-33.234,1,0.0473,0.995,0.899,0.28,202.207
1569,focus,3AogJjKJYSIEiXx8Xfq9Z9,0.428,0.112,0,-21.152,1,0.0467,0.98,0.897,0.215,99.653
1570,focus,4e8dECQ4wRfLn2nXfkOuqC,0.499,0.0565,0,-26.777,1,0.0519,0.986,0.933,0.203,126.188
1571,focus,73Cydqs0F5L35I3Qowtluk,0.268,0.0225,5,-30.04,0,0.0367,0.99,0.874,0.129,140.059
1572,focus,2MdnNxK70QIHwW999cttyQ,0.347,0.0239,10,-29.286,1,0.0371,0.995,0.895,0.154,83.96
1573,focus,1pFfGRhwqs1SHblhJcvR8d,0.546,0.0788,4,-22.154,1,0.0384,0.991,0.96,0.277,117.812
1574,focus,7nC2EOpMnpDT2DkvniimSm,0.389,0.1,10,-22.464,0,0.0358,0.972,0.934,0.0676,133.839
1575,focus,1ZxqvIpfcqYDcV4nP6jxms,0.216,0.0819,9,-26.17,1,0.0444,0.994,0.954,0.0911,71.07
1576,focus,4uImsVwiffjf75VY8NStFN,0.609,0.096,2,-27.349,1,0.0515,0.995,0.962,0.805,123.106
1577,focus,3rOhuafK8dRIjf2iDnn6yX,0.293,0.0334,9,-31.694,0,0.0387,0.994,0.879,0.198,107.68
1578,focus,3q0OFkCGpCB8XND1BKnnkL,0.243,0.0785,10,-23.19,0,0.0391,0.992,0.926,0.195,181.135
1579,focus,1KnTw354jtQmDvA6b3Fvi0,0.468,0.0791,9,-27.055,0,0.0579,0.995,0.96,0.337,117.918
1580,focus,6ZolaAx9dpXGBDlD83TGAT,0.25,0.13,5,-25.726,0,0.0428,0.987,0.926,0.0505,114.73
1581,focus,3mVXmQV9nn0MiQynug2nbd,0.355,0.0271,10,-29.754,1,0.0362,0.993,0.902,0.259,66.774
1582,focus,20jCNFEkg7GZo64KKfgmY2,0.357,0.0203,5,-33.187,1,0.0517,0.994,0.949,0.248,151.19
1583,focus,72KJyAtPYTjzfDeSZbe9h3,0.408,0.0181,5,-26.835,1,0.0427,0.978,0.938,0.184,69.421
1584,focus,2Y3etIESkHdEBq4L7RL70W,0.351,0.0158,3,-27.558,1,0.0393,0.987,0.932,0.176,63.542
1585,focus,2U98faYK9ltVgZix2ZxZKC,0.23,0.015,7,-31.28,1,0.0446,0.994,0.935,0.167,122.219
1586,focus,68VIEpxFC0LiJbHRb0LcE2,0.369,0.0827,3,-25.838,0,0.0381,0.987,0.903,0.208,104.521
1587,focus,15BXZpDEzGSoKRdqvEieXQ,0.295,0.0693,4,-25.177,1,0.0357,0.99,0.909,0.262,118.817
1588,focus,4bi0GnPBgHmlqb5OtXk9oE,0.225,0.127,5,-23.39,0,0.0509,0.984,0.947,0.198,184.56
1589,focus,5h4x9rXrsUALN1eYzY611B,0.462,0.0444,10,-19.476,0,0.0397,0.983,0.947,0.163,68.495
1590,focus,5Z9LClwDtSCjaRoeaG7QmQ,0.365,0.0145,4,-20.417,0,0.0482,0.994,0.954,0.268,176.099
1591,focus,6s76KH2PyYupeKvcz6hRgV,0.347,0.0299,4,-27.068,1,0.0372,0.995,0.943,0.14,103.6
1592,focus,6lnhnrHB83cj7EO38t4vgP,0.277,0.0425,6,-30.461,1,0.0376,0.994,0.896,0.173,141.151
1593,focus,1N62tCrFso6PZ8OfwsbH53,0.368,0.0249,5,-31.584,1,0.0371,0.994,0.902,0.15,82.134
1594,focus,3Qwlg0GoR7oYU1V4liyYNa,0.317,0.00747,1,-23.717,1,0.0387,0.982,0.964,0.155,88.677
1595,focus,6AdGVOupLKxDJTByA1Fs1j,0.49,0.0271,1,-28.656,1,0.0628,0.986,0.886,0.0953,108.514
1596,focus,2nMjde4kw1yuDyNnu9GJTO,0.296,0.0435,3,-26.764,1,0.0373,0.985,0.941,0.0777,168.119
1597,focus,4A7rr9XPYubs0MOUqXfTVl,0.369,0.021,7,-28.404,0,0.0368,0.995,0.947,0.156,70.501
1598,focus,71i3ssLhtbdlUIK2fOoqNr,0.462,0.141,3,-26.623,1,0.0546,0.996,0.948,0.581,199.768
1599,focus,6KZtv7JVe8fKXaIHPj3Gb2,0.561,0.0236,6,-29.608,1,0.0639,0.995,0.928,0.181,125.029
1600,focus,6TllqmTkvhfCmndKqzseCx,0.418,0.0387,2,-28.901,1,0.0424,0.995,0.91,0.336,68.614
1601,focus,6qeY26kCmlIzpLZVibJU4M,0.292,0.00456,0,-28.648,1,0.038,0.992,0.893,0.239,70.715
1602,focus,4dFrWtOUvwvukZNeHP5hGH,0.367,0.0328,10,-23.555,1,0.0487,0.995,0.939,0.175,74.521
1603,focus,7HCl80rnRUZoeVWpuXLSli,0.257,0.0681,3,-24.757,1,0.0404,0.98,0.902,0.0945,71.608
1604,focus,3qto6LgDhFq9FGrAORDBzX,0.244,0.0461,0,-26.142,1,0.0782,0.994,0.956,0.711,219.701
1605,focus,3GXXTCrbeSnCCeex84gUnX,0.341,0.0573,1,-26.771,1,0.0412,0.992,0.899,0.36,112.874
1606,focus,4lDIjqbPmI6RRjSe6D8Foc,0.329,0.0381,4,-25.998,1,0.037,0.995,0.952,0.25,96.429
1607,focus,2EctWcCaqoiXAL1CzPX6DU,0.325,0.0842,8,-30.479,1,0.0464,0.995,0.954,0.43,144.588
1608,focus,2zFYk6wwcF2fTXrvsMaeEP,0.478,0.115,7,-17.982,0,0.0471,0.99,0.945,0.286,95.4
1609,focus,3EOylKjaenyKmwO4R9IDBz,0.269,0.1,1,-28.801,1,0.0493,0.995,0.96,0.358,169.029
1610,focus,0n7RacgSiGRYOEKysh0glU,0.321,0.048,7,-24.598,0,0.046,0.996,0.954,0.43,168.687
1611,focus,1U4lyaeTIHhecWMyry66xk,0.28,0.144,9,-18.29,0,0.0315,0.993,0.923,0.323,77.485
1612,focus,7wDdRiqwaF3CqDIOmO0nhQ,0.559,0.188,3,-21.12,1,0.0342,0.991,0.955,0.541,77.575
1613,focus,03enULNAQA0xa2rEJESrPf,0.44,0.037,5,-25.604,1,0.0603,0.995,0.956,0.482,134.427
1614,focus,3oZOceAylTaZT8EKdz6M50,0.439,0.0677,4,-25.891,1,0.0313,0.994,0.923,0.305,190.017
1615,focus,0Y7lBoYcGhi9D1F26xJ1Tk,0.313,0.0269,5,-30.394,1,0.0554,0.995,0.886,0.364,136.019
1616,focus,0xIdhwtIiUcA9IJXJjiWYS,0.303,0.00561,11,-28.581,0,0.0381,0.994,0.889,0.0591,68.238
1617,focus,4vO8oT2rdWcCzHYTEcoJGl,0.375,0.0229,9,-28.864,1,0.108,0.996,0.951,0.226,178.953
1618,focus,2tMAQUBzGA8VqP8sLJvkdS,0.469,0.0085,1,-23.873,0,0.0519,0.995,0.914,0.0424,72.77
1619,focus,6VJP2WKOkybliacQhLzYQN,0.384,0.00942,8,-27.606,1,0.0371,0.99,0.861,0.229,59.913
1620,focus,3oGSYfpXW9Z26s0tHiab6w,0.387,0.087,2,-26.186,1,0.0353,0.987,0.933,0.266,93.753
1621,focus,0Z9EGceqg3e1PlatNVcb6n,0.363,0.00862,8,-27.667,0,0.0444,0.991,0.896,0.0724,65.037
1622,focus,3c0jigaQuhR3R4c6RGX6Ao,0.383,0.00952,5,-24.973,1,0.063,0.994,0.926,0.0865,135.194
1623,focus,2FGyZllOwDIALirU4HK6hZ,0.332,0.0331,9,-25.108,1,0.0349,0.981,0.917,0.189,140.784
1624,focus,2WaBWRReKqvbWBi2ATw5QE,0.417,0.024,7,-24.924,1,0.0378,0.981,0.946,0.135,68.886
1625,focus,0IBQM8tB107DZs0YCcXSt0,0.276,0.0507,2,-25.719,0,0.0382,0.986,0.867,0.145,97.772
1626,focus,5UJtLkVsd0vcJuFdUNcpks,0.32,0.0227,3,-26.848,1,0.0418,0.989,0.911,0.0391,126.936
1627,focus,6sfddrMHU0zljVevQLa4dg,0.356,0.0179,10,-21.107,0,0.0378,0.993,0.911,0.0812,110.742
1628,focus,7AAiL40T07q44EzwZWhsmf,0.528,0.242,9,-23.412,0,0.0421,0.995,0.945,0.252,108.667
1629,focus,0KuTiAtn3Dx74iJfTJknWt,0.317,0.0501,2,-27.141,1,0.0363,0.995,0.9,0.241,74.31
1630,focus,0c5hNxzYagIuyNTjW4Fzux,0.281,0.0122,2,-24.301,1,0.0378,0.992,0.94,0.048,67.412
1631,focus,3qp1ushu4Ve2Vl5keFaUDM,0.242,0.0544,8,-26.277,1,0.0404,0.989,0.915,0.263,103.436
1632,focus,6iqbDeuRi4WJ3fYJc9WWGg,0.244,0.00649,2,-24.998,0,0.0417,0.995,0.907,0.0404,169.187
1633,focus,4wAgG2Y5yUrMc1RdMQJR14,0.375,0.114,6,-24.786,0,0.0573,0.995,0.964,0.379,89.403
1634,focus,0Ck0h2BOe48JxLlPQrl1sV,0.482,0.0269,10,-28.775,1,0.0416,0.984,0.883,0.0373,126.013
1635,focus,4FMvhK7BUYaGJbT8zOJ7LH,0.374,0.0489,9,-29.362,0,0.0357,0.996,0.902,0.357,97.813
1636,focus,1V4B9Kcn17i4rIVXvlEXco,0.318,0.0629,0,-24.465,1,0.0399,0.981,0.935,0.111,118.339
1637,focus,03Nkx8cSVdDlS7FOQ3kQm6,0.343,0.00244,0,-28.32,0,0.0411,0.995,0.943,0.288,141.999
1638,focus,3KPbdCdwxJtzCiAFSaoK5l,0.432,0.0265,7,-25.9,0,0.044,0.988,0.922,0.0392,130.049
1639,focus,1BZo2CHWy9gSgidvexgNYM,0.291,0.0121,10,-28.978,1,0.0554,0.995,0.827,0.106,180.095
1640,focus,7H5L6f06Pxw0Lf8OO7dUa1,0.412,0.0151,9,-37.374,0,0.0417,0.994,0.925,0.333,108.533
1641,focus,6FEpVWSgpAadjPVuKNwCcx,0.222,0.0326,3,-26.193,1,0.0371,0.991,0.907,0.136,156.849
1642,focus,5FRKQvwwsBVwHKfG5QuL4h,0.367,0.0679,5,-26.149,0,0.0315,0.975,0.873,0.245,67.841
1643,focus,0CoSBNNeO8JgayAfLttECk,0.307,0.05,0,-27.964,1,0.0345,0.996,0.94,0.41,138.484
1644,focus,4YJFGtMJbQsPtBFNaLVJVy,0.254,0.0676,6,-25.865,1,0.0362,0.98,0.93,0.618,218.971
1645,focus,6AG03RXCk6TqJwg5foivCU,0.262,0.0473,10,-26.043,0,0.0503,0.993,0.892,0.291,157.606
1646,focus,3iyyTUxW6Y7StfgGFzwHte,0.491,0.00441,9,-28.548,0,0.0511,0.994,0.932,0.148,112.669
1647,focus,2sxEgzrFsAjBq0Yf3PBIfI,0.618,0.173,2,-25.087,1,0.0446,0.986,0.909,0.287,114.903
1648,focus,3mLVz3Hbb4wD3TV7eY5W4z,0.249,0.0136,0,-32.011,0,0.0465,0.994,0.88,0.0881,126.148
1649,focus,5ua7qZZVNiysfAbcN5IS6e,0.443,0.00669,6,-28.435,1,0.0411,0.996,0.959,0.198,109.066
1650,focus,0p4zxScTH4QBPnDdIeInfB,0.748,0.688,2,-12.421,1,0.0508,0.00521,0.853,0.41,122.006
1651,focus,7qZigaS8Wx6JuBue3JMGzc,0.711,0.646,7,-14.851,0,0.0358,0.0137,0.95,0.803,120.011
1652,focus,3b28aZzvppPBqaa9JNPpZC,0.625,0.799,6,-12.348,1,0.0407,0.0471,0.806,0.317,115.002
1653,focus,7tK5mSBltgvDJ6CBuaPvi1,0.782,0.551,6,-14.319,0,0.0631,0.699,0.895,0.389,119.974
1654,focus,3giijPJaoL3PrENnrKVcrm,0.802,0.792,5,-8.829,1,0.1,0.0849,0.904,0.602,121.457
1655,focus,5Q4tISg9nqORTnOxVhdhar,0.9,0.218,9,-19.67,0,0.108,0.459,0.913,0.162,125.989
1656,focus,31BXZpthSAv7PE0VnIUUUu,0.69,0.463,2,-12.069,0,0.0306,0.0343,0.883,0.151,114.974
1657,focus,5qejNRsGXyw9p7qVaTocPm,0.835,0.359,9,-9.965,1,0.0452,0.713,0.862,0.508,114.964
1658,focus,5SQTB8jJNdMHKQslwg1GX2,0.751,0.495,9,-11.65,0,0.103,0.692,0.931,0.256,110.003
1659,focus,3wip8pMVqbfItdSuXhm1PK,0.625,0.934,9,-10.152,0,0.0473,0.00207,0.91,0.5,114.982
1660,focus,3PQlWzST5koIKZDgKqV0Pc,0.924,0.221,7,-17.64,1,0.116,0.219,0.883,0.305,120.023
1661,focus,2rgLD7uyW4vmHsWptsALZx,0.724,0.667,9,-12.642,1,0.0648,0.027,0.899,0.21,120.018
1662,focus,33LCCushOR1xZnjwlQqpqp,0.689,0.389,2,-21.265,1,0.0554,0.00408,0.905,0.148,110.008
1663,focus,5NRnGOcVYxj01G7osJWKgV,0.733,0.851,11,-8.03,0,0.034,0.292,0.798,0.294,119.995
1664,focus,62yKRARApFEWm5uvSOK0oH,0.702,0.585,0,-13.587,1,0.0585,0.00803,0.912,0.703,115.007
1665,focus,2qTWVbYFS5yFAI0fCF1S2B,0.659,0.404,5,-18.508,0,0.0512,0.00159,0.921,0.0391,110.153
1666,focus,6LqDDloFVL2RkcV1ImAyW2,0.79,0.391,11,-14.801,1,0.0891,0.564,0.765,0.542,115.005
1667,focus,3bNFivUJGhHgqQVVvTcvJz,0.692,0.761,11,-9.425,0,0.0338,0.106,0.824,0.412,120.991
1668,focus,4JO8HC0O0wJAjjiC01OISb,0.619,0.291,0,-16.23,1,0.036,0.833,0.83,0.598,115.023
1669,focus,0Hj0kGeZLDahlACb0Rp19P,0.694,0.64,0,-10.302,1,0.0287,0.0258,0.923,0.454,116.019
1670,focus,55lEo1OXIh57bA9qTIpmxA,0.671,0.663,5,-10.583,0,0.0441,0.481,0.912,0.211,125.011
1671,focus,1vAORWsOWbYpFyxUjWIvRP,0.747,0.795,1,-8.67,0,0.0356,0.000426,0.895,0.117,112.001
1672,focus,7drl4c9sQNqtiJgBxOrF6v,0.701,0.761,5,-8.534,1,0.0441,0.246,0.913,0.147,109.995
1673,focus,18QHvKoP8RZDE6kWYWwd04,0.684,0.474,9,-10.373,0,0.0427,0.595,0.922,0.157,116.039
1674,focus,7nvTywXHEfa4Kb6W9cUhqJ,0.817,0.588,6,-10.039,1,0.134,0.0153,0.849,0.203,120.002
1675,focus,0bRuqIi3CZrEt9ORtCHHHW,0.784,0.71,1,-7.026,1,0.0674,0.01,0.798,0.299,120.017
1676,focus,0kW5OLcBxPTzi8dj7XJf1a,0.62,0.614,7,-11.776,1,0.0387,0.121,0.939,0.201,121.991
1677,focus,4wArg9NWqTyqDQV9QUl0nZ,0.763,0.714,4,-8.475,1,0.0442,0.00229,0.84,0.039,118.001
1678,focus,2ufVP4mbOJJoCsaUYUhRTC,0.732,0.423,2,-17.787,1,0.0517,0.35,0.869,0.486,121.008
1679,focus,5Rd1qrMQpuDcgmqrhC1OcM,0.605,0.715,4,-6.745,0,0.0299,0.000302,0.252,0.327,123.993
1680,focus,1zUU7IEuZLS9fQ34hjBE89,0.675,0.651,1,-9.69,0,0.0384,0.0603,0.884,0.168,111.998
1681,focus,5SZiKwfwgZ8bic2HrOFYY2,0.652,0.802,4,-5.733,1,0.0318,0.00107,0.754,0.524,119.985
1682,focus,4rObyHMm3mFVZAHLtSjW2Z,0.691,0.939,11,-7.903,0,0.0353,0.0109,0.745,0.881,124.0
1683,focus,1OzWJQx70SD4RnaMlkUPyN,0.75,0.677,5,-12.433,1,0.0482,0.0376,0.843,0.0789,116.991
1684,focus,1BfcslI8bC66wOEYLqmA54,0.522,0.642,0,-14.245,0,0.0421,0.329,0.914,0.176,110.039
1685,focus,686rl3dVUc0GvAjOlVeRVT,0.863,0.863,4,-9.907,0,0.345,0.514,0.935,0.342,123.009
1686,focus,6GsMZvIYPA1ZZT2Cf9hnUE,0.734,0.755,0,-9.704,0,0.0763,0.105,0.89,0.267,123.004
1687,focus,70gpJ5jdQntbdwQD0Yg0wl,0.768,0.25,9,-19.798,0,0.0669,0.156,0.886,0.342,115.998
1688,focus,22x9QfhMz3VHpupWk0F1Tt,0.808,0.565,1,-15.349,1,0.0633,0.00336,0.923,0.387,124.98
1689,focus,5AacqlxHPjBA5amhrkkdRR,0.591,0.732,6,-7.796,1,0.0332,0.0355,0.964,0.257,99.995
1690,focus,35NXCV8pnH2PMGBJw4WM6i,0.804,0.502,8,-12.931,1,0.0589,0.0503,0.799,0.449,111.99
1691,focus,3owktfqOe8kZ9zCoTSZ0T8,0.809,0.829,0,-7.671,1,0.0469,0.0111,0.871,0.889,120.014
1692,focus,1G964AW9s14yKF7kJahxV2,0.867,0.605,10,-9.035,0,0.0485,0.1,0.835,0.737,120.0
1693,focus,0CVApUBXDYlSnqFtAl7E1S,0.861,0.452,2,-10.153,0,0.0406,0.00119,0.914,0.473,123.014
1694,focus,3kIaZnczSu1uoCQ78P7TxD,0.808,0.441,7,-13.386,0,0.0656,0.507,0.961,0.502,116.011
1695,focus,3zfzHaKtAAey6JIzkDZZwS,0.752,0.657,7,-8.756,0,0.0351,0.162,0.861,0.485,104.996
1696,focus,3Te1jrHoXaFGTfdIiHLQdC,0.769,0.338,7,-23.544,0,0.0652,0.0339,0.85,0.141,115.993
1697,focus,5UhbQmKfFcI9EdxliAxntg,0.704,0.776,1,-9.303,1,0.0395,0.0133,0.87,0.0743,118.013
1698,focus,01qXAjf3nFvBruXlYs6KXA,0.792,0.641,6,-9.169,0,0.0586,0.147,0.846,0.143,114.994
1699,focus,1juh9T8vZLJcW7NRfRnFyH,0.65,0.527,4,-9.839,0,0.0323,0.311,0.891,0.236,118.019
1700,focus,1OupslOCajr6YwYMc6bYUK,0.705,0.462,2,-13.181,1,0.0668,0.628,0.903,0.11,117.011
1701,focus,3uPv7gwfs6YzUVeD8pyZ4c,0.782,0.499,7,-9.71,1,0.0593,0.0769,0.9,0.129,110.033
1702,focus,04QMcqbujxNGFHIreoyqU1,0.657,0.554,0,-13.801,1,0.0347,0.483,0.838,0.0371,112.003
1703,focus,2z0zuTLKS7bkvl1cxSUxrU,0.777,0.464,9,-15.172,0,0.0686,0.0494,0.885,0.284,120.005
1704,focus,2c6ZZ6INknHZTWPO8JxKuX,0.761,0.779,6,-8.805,1,0.0514,0.102,0.917,0.0387,117.006
1705,focus,3Cty5cCROsp5Q2bzlKyzRH,0.76,0.493,2,-9.937,0,0.0346,0.303,0.724,0.436,115.007
1706,focus,41u3muwkaXL1o2wHMaKwkV,0.689,0.45,2,-13.922,1,0.0524,0.0411,0.842,0.621,119.996
1707,focus,5sIlFL8mCj6AIrRDI1d6mT,0.722,0.51,5,-8.836,0,0.0527,0.076,0.901,0.0737,119.991
1708,focus,5miUFcGijNNkei4xFczoMA,0.665,0.73,1,-9.46,1,0.0341,0.0692,0.892,0.204,115.987
1709,focus,1v8g6MMMYWUy3IY06bEgwV,0.67,0.519,2,-11.067,1,0.0342,0.224,0.852,0.0369,121.007
1710,focus,1G56aVJLUwhQVO0Ke6QwWD,0.912,0.488,11,-13.334,0,0.414,0.288,0.791,0.633,121.059
1711,focus,4loHyp6Rhk3aOgdXz1n8Y0,0.722,0.6,9,-10.556,0,0.0374,0.144,0.852,0.12,123.022
1712,focus,1nJwqD7S0yVMNWrjzyUBV8,0.841,0.704,0,-7.144,1,0.13,0.124,0.866,0.374,126.019
1713,focus,3UxADbf7B5ZCuJxSxdbf5O,0.642,0.397,2,-19.426,1,0.0511,0.825,0.908,0.0405,124.045
1714,focus,7oqUTNg5AqFBH0whCZMYmJ,0.875,0.39,11,-12.292,0,0.278,0.0583,0.74,0.191,114.035
1715,focus,3Aq16kI6C5pCXMfTu5Tp5o,0.796,0.747,6,-8.193,1,0.0414,0.368,0.809,0.924,123.966
1716,focus,1uaM53HQVyWcim7agCjB15,0.846,0.696,4,-10.712,0,0.11,0.137,0.83,0.567,115.005
1717,focus,1z2cIPvykmRJQ99WG7Qytb,0.685,0.526,2,-9.03,1,0.045,0.124,0.564,0.147,115.994
1718,focus,6NrkR6O4lunnPdW8NUXjoC,0.755,0.44,2,-10.783,0,0.122,0.886,0.922,0.568,116.025
1719,focus,2uh0mszoKvH7gqrbf5xcXm,0.705,0.689,9,-10.933,0,0.083,0.371,0.929,0.253,120.0
1720,focus,4lwDpwThA5vnN3dwi3dQIC,0.795,0.594,9,-9.71,0,0.033,0.518,0.887,0.642,115.979
1721,focus,469uSkgXM3zccp9Oz9ykJo,0.749,0.584,8,-12.586,1,0.354,0.825,0.122,0.316,117.35
1722,focus,2v1GOkolx37zgMzwNBf9FG,0.633,0.468,8,-13.885,1,0.0364,0.76,0.92,0.677,99.977
1723,focus,1El70dxYc3YFC4QsXkxpbp,0.728,0.524,4,-12.124,0,0.0407,0.681,0.937,0.24,112.022
1724,focus,7vPDIGMLri3GgfhHERDMMz,0.642,0.71,7,-10.27,1,0.0545,0.218,0.835,0.314,102.004
1725,focus,2w7MRtsGaGCjR1ZmcbPD6c,0.776,0.525,11,-10.604,1,0.0415,0.0208,0.94,0.291,118.006
1726,focus,3KdcN6uOrV6lmdkX8hEaip,0.732,0.505,9,-13.258,0,0.0468,0.562,0.899,0.203,118.016
1727,focus,3jWaDnLrXfWr4x8rGYxbwz,0.845,0.37,9,-10.775,0,0.0455,0.0213,0.902,0.136,117.985
1728,focus,2MWvKZWDgGZEZrcnf31ncO,0.577,0.516,3,-10.97,0,0.0483,0.213,0.649,0.379,112.001
1729,focus,3dZm1AcO6CVlb2mxKTTWgc,0.805,0.569,1,-11.912,1,0.0492,0.0587,0.827,0.0767,112.998
1730,focus,3UUVf6kCaIXaDADINeYQ4V,0.798,0.459,8,-11.487,1,0.0857,0.00808,0.828,0.673,109.971
1731,focus,094OMEwMng6XcwsSMFUKWi,0.647,0.727,5,-9.909,1,0.0572,0.0444,0.688,0.224,115.016
1732,focus,7CsOoJMd3gFKEJvX7nLhQ8,0.64,0.507,6,-13.461,1,0.0372,0.00417,0.922,0.21,115.006
1733,focus,1pKglyymqDNY0yXIv94ztW,0.903,0.658,6,-9.611,1,0.246,0.24,0.588,0.491,115.019
1734,focus,1CAozfu6bPDxaKe39x030x,0.632,0.588,1,-12.116,0,0.0589,0.00829,0.791,0.0476,118.022
1735,focus,1edBi0eW1gqWWATbHrLJ0Q,0.736,0.18,7,-23.795,1,0.0877,0.513,0.843,0.151,107.0
1736,focus,4J9HHafhgC42Dm18pJUIQo,0.668,0.566,7,-8.078,1,0.0365,0.0394,0.827,0.101,114.994
1737,focus,7HMbw6XMm4dnsVJPiGyS1o,0.907,0.44,7,-12.732,1,0.225,0.256,0.651,0.442,115.009
1738,focus,6f2OL2eb3tWABiG5lwUY7s,0.809,0.491,7,-12.734,1,0.0765,0.162,0.904,0.795,121.988
1739,focus,6nalAQtGzYV2PGBdHLrz9p,0.856,0.572,5,-15.216,0,0.0569,0.00708,0.875,0.728,122.002
1740,focus,30Zqlt51wOzUe2y9gdY8Yl,0.718,0.595,7,-8.219,1,0.0281,0.0662,0.808,0.293,119.979
1741,focus,4NSAXuEw0kwuwvCG89L4hi,0.802,0.886,8,-8.064,1,0.0407,0.116,0.87,0.229,119.996
1742,focus,2NSqcVEIlkEAinCGh753BQ,0.806,0.523,2,-11.179,1,0.0545,0.000648,0.896,0.758,124.02
1743,focus,2d5fQd2dmrPfWd0CCqelkP,0.823,0.57,6,-12.686,1,0.0641,0.145,0.893,0.727,107.991
1744,focus,3V3D0OwWnt61jxOf13JgRH,0.575,0.659,7,-10.946,0,0.0486,0.532,0.832,0.283,105.015
1745,focus,0D8nhgg7DIKd4BUdQnifTX,0.839,0.707,5,-11.404,0,0.143,0.0269,0.885,0.318,117.009
1746,focus,4SKLUEuuVz456xe7QZkEQo,0.732,0.701,4,-10.533,0,0.133,0.0237,0.595,0.181,110.031
1747,focus,6jDNYiZgolknENBdlJa87J,0.804,0.909,2,-5.311,0,0.0847,0.0134,0.483,0.801,119.979
1748,focus,5nOth6ffzv6CJoz1Uo2G0u,0.805,0.529,10,-13.876,0,0.0482,0.00994,0.88,0.263,118.007
1749,focus,1zaJHc3PHlr1VcWS8RqXyE,0.673,0.677,4,-10.007,0,0.0528,0.00424,0.828,0.464,119.978
1750,focus,3J8dqKlO2trb3uRGhcx3ok,0.232,0.0612,7,-29.921,1,0.0395,0.985,0.944,0.13,135.159
1751,focus,2IpHdNslMW4mijoiTKF3j3,0.217,0.0335,10,-21.797,1,0.0451,0.992,0.945,0.142,205.965
1752,focus,5ddcsw3fJkGjW67wjjtpu6,0.429,0.156,1,-21.789,1,0.0357,0.96,0.922,0.258,132.243
1753,focus,7HCl80rnRUZoeVWpuXLSli,0.257,0.0681,3,-24.757,1,0.0404,0.98,0.902,0.0945,71.608
1754,focus,6AZJTapFookh7e2ot25hZE,0.355,0.0173,2,-28.01,1,0.0453,0.988,0.934,0.212,123.635
1755,focus,0thmCXqsXhImtEUtGwy14R,0.463,0.0317,5,-28.368,1,0.0386,0.977,0.941,0.138,160.038
1756,focus,4rhOJ6KXbzenI63eYKjdrw,0.396,0.0402,7,-24.137,1,0.0406,0.995,0.944,0.0375,102.655
1757,focus,0BXq9t3wTA8HMqFPvGxZYf,0.395,0.0307,2,-31.07,1,0.0482,0.991,0.896,0.386,131.514
1758,focus,6lnhnrHB83cj7EO38t4vgP,0.277,0.0425,6,-30.461,1,0.0376,0.994,0.896,0.173,141.151
1759,focus,5ezssE7jFdCzJOJAedPhEN,0.243,0.292,10,-24.33,0,0.0374,0.986,0.91,0.553,145.918
1760,focus,2NHgyCHFDydecMMa57BcWP,0.283,0.0302,5,-26.536,1,0.0357,0.988,0.924,0.384,202.274
1761,focus,6i3GB9JYHvYD2cH3EIDa3e,0.359,0.0962,7,-22.682,1,0.0431,0.996,0.961,0.372,72.342
1762,focus,4WsMQ3rw3Y5JPHIgJcG8Qc,0.475,0.068,7,-31.32,0,0.0345,0.942,0.899,0.252,116.881
1763,focus,2mbXxQ59CEZxtopCgdKAP3,0.25,0.0399,3,-29.804,1,0.0443,0.995,0.879,0.309,96.782
1764,focus,1imHuSNiRo2ePp7BQZrGCO,0.268,0.102,8,-25.491,1,0.0435,0.981,0.933,0.183,99.753
1765,focus,1sWI71ajS4mERuwG2k5vvD,0.112,0.0137,6,-28.804,1,0.0449,0.995,0.903,0.126,63.495
